objectid,site_name,dno_area,substation_id,site_type,transformer_rating__kva,firm_capacity__mva,customer_numbers,customer_numbers_filtered,site_level,three_phase,primary_voltage__kv_,secondary_voltage__kv_,maximum_demand__kw_,upstream_substation,postcode,postcodes_fed,postal_sectors_fed,eastings,northings,slope,slope_dimensionless,twi,spi,class,mannings,df_class,rofrs_0_2m,rofrs_0_3m,rofrs_0_6m,rofrs_0_9m,rofrs_1_2m,rofsw_0_2m,rofsw_0_3m,rofsw_0_6m,rofsw_0_9m,rofsw_1_2m,rofrs_high,rofrs_med,rofrs_low,rofsw_high,rofsw_med,rofsw_low,rof_high,rof_med,rof_low,velocity_high,velocity_med,velocity_low,df_high,df_med,df_low,hazard_high,hazard_med,hazard_low,degree_high,degree_med,degree_low,degree_high_class,degree_med_class,degree_low_class,degree_high_norm,degree_med_norm,degree_low_norm,twi_class,twi_class_norm,spi_class,spi_class_norm,combined_norm,site_type_class_high,site_type_class_med,site_type_class_low,site_type_norm_high,site_type_norm_med,site_type_norm_low,customers_class,customers_class_norm,high,med,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,AUCKLAND BRACKEN,North East,1.11119E+11,Pole Mounted,100,Not Applicable,37,37,Distribution,No,20,0.4,44.2,TORONTO 66/20KV,DL13 5LN,"DL13 5PS, DL13 5PY, DL13 5PX, DL13 5LN, DL13 5QU, DL13 5PZ, DL13 5LL, DL13 5PU, DL13 5LQ, DL13 5QF",Not Applicable,409927,525780,3.25583005,0.056886197,8.347341537,13.65268707,Arable and horticulture,0.03,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,AUCKLAND COTTAGES,North East,5.80975E+11,Pole Mounted,100,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,TORONTO 66/20KV,DL14 0LQ,Redacted,Not Applicable,416668,526820,6.466664791,0.113346285,6.271652222,6.800776958,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,4,0.75,0.625,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,AUCKLAND FINE FARM,North East,7.36333E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,TORONTO 66/20KV,DL14 0LQ,Redacted,Not Applicable,416540,526889,9.302999496,0.163810035,4.804780006,3.276200533,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,4,0.75,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,AUCKLAND TRADING,North East,7.67551E+11,Ground Mounted,1000,Not Applicable,192,192,Distribution,Yes,11,0.4,194.9,FYLANDS BRIDGE,DL14 9AD,"DL14 9AZ, DL14 9BB, DL14 9BJ, DL14 9BP, DL14 9BD, DL14 9GG, DL14 9BW, DL14 9GA, DL14 9JH, DL14 9BQ, DL14 9AD, DL14 9BH",Not Applicable,419382,526900,1.184276819,0.020672474,6.181537151,0.206724733,Suburban,0.013,Urban,,,,,,Low,Very low,Very low,Very low,Very low,0,0,0,0,0,0.2,0,0,0.2,0,0,3.782447161,0,0,0,0,0,0.856489432,,,Moderate,,,2,,,0.333333333,3,0.5,1,0,0.25,,,1,,,0,4,0.75,,,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,BAIL HILL,North East,9.7852E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,HARMIRE BRIDGE,DL12 8SP,Redacted,Not Applicable,403284,521158,0.474243402,0.008277298,9.294048309,0.744956791,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,2,0.25,0.625,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,BARFORD MOOR,North East,47734080678,Pole Mounted,15,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL2 3PZ,Redacted,Not Applicable,410424,517962,2.539029121,0.044343449,6.111522675,0.886868954,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,2,0.25,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,BARFORTH GRANGE,North East,6.13634E+11,Pole Mounted,100,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,SKERNESIDE,DL11 7UG,Redacted,Not Applicable,416372,515396,1.320284724,0.023047395,9.163829803,5.070426941,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,4,0.75,0.875,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,BARNARD CASTLE DEMESNE,North East,3.03141E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 8PE,Redacted,Not Applicable,405423,515849,3.772637844,0.065940275,6.967501163,4.615819454,Broadleaved woodland,0.1,Woodland,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,4,0.75,0.75,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,BARNARD CASTLE HOSPITAL,North East,2.56491E+11,Ground Mounted,1000,Not Applicable,240,240,Distribution,Yes,20,0.4,450,HARMIRE BRIDGE,DL12 8NY,"DL12 8ET, DL12 8LE, DL12 8HP, DL12 8LD, DL12 8EN, DL12 8FB, DL12 8EU, DL12 8HW, DL12 8HY, DL12 8HS, DL12 8BP, DL12 8LB, DL12 8ER, DL12 8, DL12 8HR, DL12 8HD, DL12 8NY, DL12 8BJ, DL12 8ES, DL12 8HT, DL12 8GE",Not Applicable,405478,516828,3.230695963,0.056446116,5.870201111,1.128922343,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,2,0.25,0.25,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,BARNARD CASTLE HUB,North East,1.11995E+11,Pole Mounted,200,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 8TD,Redacted,Not Applicable,406048,517551,2.529444456,0.044175837,10.01728249,43.73407745,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,BARNARD CASTLE JERSEY,North East,8.43413E+11,Pole Mounted,200,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,HARMIRE BRIDGE,DL12 8TA,Redacted,Not Applicable,406934,516947,0.945795059,0.016508737,8.709035873,1.65087378,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,3,0.5,0.75,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,BARNARD CASTLE LOWFIELDS,North East,3.60952E+11,Pole Mounted,15,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 8UW,Redacted,Not Applicable,406188,515973,4.763114929,0.083324076,6.984827518,7.499166489,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,4,0.75,0.75,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,BARNARD CASTLE NORTH,North East,49628005406,Ground Mounted,500,Not Applicable,293,293,Distribution,Yes,20,0.4,205.1,HARMIRE BRIDGE,DL12 8LE,"DL12 8HD, DL12 8HW, DL12 8LW, DL12 8LJ, DL12 8FH, DL12 8HB, DL12 8LQ, DL12 8LE, DL12 8LF, DL12 8LH, DL12 8LR, DL12 8YG, DL12 8LP",Not Applicable,405698,516853,3.096176147,0.05409113,7.858727455,7.572758198,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,4,0.75,0.75,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,BARNARD CASTLE THORNGATE,North East,7.65632E+11,Ground Mounted,500,Not Applicable,345,345,Distribution,Yes,20,0.4,351.9,HARMIRE BRIDGE,DL12 8PZ,"DL12 8PL, DL12 8PU, DL12 8NX, DL12 8ND, DL12 8PY, DL12 8PN, DL12 8NB, DL12 8QD, DL12 8PH, DL12 8PQ, DL12 8QF, DL12 8GP, DL12 8PZ, DL12 8NF, DL12 8QB, DL12 8PD, DL12 8PX, DL12 8PS, DL12 8NT, DL12 8QA, DL12 8AT, DL12 8PP, DL12 8NS, DL12 8PA, DL12 8QQ, DL12 8PB, DL12 8RN",Not Applicable,404908,516135,3.321885347,0.058042887,5.149158001,0.580428898,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0.25,0.125,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,BARNINGHAM,North East,6.32628E+11,Pole Mounted,200,Not Applicable,39,39,Distribution,Unknown,20,0.4,46.3,HARMIRE BRIDGE,DL11 7DU,"DL11 7DU, DL11 7DW, DL11 7DX",Not Applicable,408260,510338,2.370297194,0.041393107,7.789811134,4.139310837,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,4,0.75,0.75,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,BARNINGHAM HILL TOP,North East,3.54739E+11,Pole Mounted,8,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL11 7DZ,Redacted,Not Applicable,402869,509371,3.467704535,0.060596869,7.745154381,8.483561516,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,4,0.75,0.75,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,BARNINGHAM ROKEBY CLOSE,North East,5.67061E+11,Pole Mounted,50,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL11 7HN,Redacted,Not Applicable,411667,511297,0.706158698,0.012325418,9.994513512,3.327862978,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,4,0.75,0.875,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,BARNINGHAM SEWAGE,North East,8.56847E+11,Pole Mounted,50,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,HARMIRE BRIDGE,DL11 7DW,Redacted,Not Applicable,408699,510722,4.050440788,0.070811529,8.35151577,21.2434597,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,BARNINGHAM WEST HOPE,North East,6.02886E+11,Pole Mounted,15,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,HARMIRE BRIDGE,DL11 7DZ,Redacted,Not Applicable,403119,509319,13.89871693,0.247451215,7.031331539,69.28633881,Heather,0.05,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,5,1,0.875,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,BEVANSTEAD,North East,5.17468E+11,Pole Mounted,50,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL2 3QS,Redacted,Not Applicable,412491,518852,1.455307722,0.025405375,7.767138958,1.524322391,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,3,0.5,0.625,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,BILDERSHAW,North East,1.69063E+11,Pole Mounted,50,Not Applicable,10,10,Distribution,Unknown,20,0.4,19.6,SKERNESIDE,DL14 9PL,DL14 9PL,Not Applicable,420327,524202,1.316009045,0.022972731,10.5758419,20.675457,Improved grassland,0.04,Pasture/Arable,,,,,,High,High,Very low,Very low,Very low,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,1.698089162,1.698089162,1.698089162,0,0,0,0.659426749,0.659426749,0.659426749,Low,Low,Low,1,1,1,0,0,0,5,1,5,1,1,1,1,1,0,0,0,2,0.25,0.3125,0.3125,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,BILDERSHAW BANK,North East,6.84573E+11,Pole Mounted,16,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,TORONTO 66/20KV,DL14 9PJ,Redacted,Not Applicable,419894,525932,2.670891523,0.046649646,5.367674828,0.466496468,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,1,0,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,BISHOP AUCKLAND AIDANS,North East,1402295128,Ground Mounted,500,Not Applicable,283,283,Distribution,Unknown,11,0.4,129.4,FYLANDS BRIDGE,DL14 6EQ,"DL14 6RX, DL14 6DE, DL14 6DY, DL14 6DF, DL14 6SB, DL14 6EQ, DL14 6XS, DL14 6DN, DL14 6SA",Not Applicable,421238,528481,1.731804132,0.030234892,9.693163872,14.81509686,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,BISHOP AUCKLAND LAMBTON,North East,2.73432E+11,Ground Mounted,500,Not Applicable,267,267,Distribution,Yes,11,0.4,282.5,FYLANDS BRIDGE,DL14 6NG,"DL14 6UJ, DL14 6LY, DL14 6NH, DL14 6NQ, DL14 6UQ, DL14 6LF, DL14 6NT, DL14 6NG, DL14 6LG, DL14 6NA, DL14 6NL, DL14 6NJ, DL14 6NF",Not Applicable,420103,528784,3.448697567,0.060263923,6.210218906,1.807917714,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,3,0.5,0.5,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,BISHOP AUCKLAND MORRISON,North East,2.50314E+11,Ground Mounted,1000,Not Applicable,8,8,Distribution,Unknown,20,0.4,460.5,TORONTO 66/20KV,DL14 7DZ,"DL14 7TN, DL14 7EJ, DL14 7TW, DL14 7TH, DL14 7TL, DL14 7TG",Not Applicable,420855,529277,0.802295327,0.01400361,6.571025372,0.140036106,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,1,0,0.25,,,,,,,2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,BISHOP AUCKLAND ROCKINGHAM,North East,6.73364E+11,Ground Mounted,315,Not Applicable,201,201,Distribution,Yes,11,0.4,208.8,FYLANDS BRIDGE,DL14 0RU,"DL14 0RT, DL14 0SG, DL14 0SH, DL14 0SR, DL14 0RR, DL14 0RU, DL14 0SS, DL14 0RX",Not Applicable,419242,528483,3.623987436,0.063334995,9.550539017,56.36814499,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,BLUESTONE,North East,3.71873E+11,Pole Mounted,15,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 8QR,Redacted,Not Applicable,405337,519134,1.132861972,0.019774748,11.07796478,25.31167984,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,BOLAM LOUGH,North East,7.74356E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,SKERNESIDE,DL2 2UN,Redacted,Not Applicable,419411,523652,6.156560421,0.107867716,6.608876228,8.629417419,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,4,0.75,0.625,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,BOLDRON BLADES FIELDS,North East,19729523621,Pole Mounted,25,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9RB,Redacted,Not Applicable,402400,515179,1.481457114,0.025862068,5.957562923,0.258620679,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,1,0,0.125,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,BOLDRON JOCK HOUSE,North East,5.50995E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9SP,Redacted,Not Applicable,402232,513174,3.908891201,0.068329064,8.281842232,18.44884872,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,BOLDRON KEYS,North East,7.12575E+11,Pole Mounted,8,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9SW,Redacted,Not Applicable,403777,513857,7.635859013,0.134065541,5.410624027,4.021965981,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,4,0.75,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,BOLDRON NORTH FIELD,North East,3.50282E+11,Pole Mounted,50,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9JL,Redacted,Not Applicable,402014,515473,1.473174691,0.025717416,9.054214478,5.657831669,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,4,0.75,0.875,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,BOLDRON NORTH SIDE,North East,4.39975E+11,Pole Mounted,50,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9SR,Redacted,Not Applicable,402095,514083,3.238603592,0.056584571,8.863483429,22.63382912,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,BOLDRON ROODS,North East,8.51557E+11,Pole Mounted,16,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9SW,Redacted,Not Applicable,403303,513802,7.602671146,0.133475938,5.009566307,2.669518471,Calcareous grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,3,0.5,0.25,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,BOWES GATE,North East,2.83263E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9RD,Redacted,Not Applicable,402168,514803,4.283590794,0.07490237,7.379061699,8.988284111,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,4,0.75,0.75,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,BOWES LAMB HILL,North East,9.38609E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9RQ,Redacted,Not Applicable,402805,513910,4.409720421,0.077116467,5.558170795,1.542329311,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,3,0.5,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,BRIGNALL,North East,3.84964E+11,Pole Mounted,100,Not Applicable,11,11,Distribution,No,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9SF,DL12 9SF,Not Applicable,407134,512548,4.267287254,0.074616229,5.996594906,2.238486767,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,3,0.5,0.375,,,,,,,2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,BRIGNALL BIRK HALL,North East,1.35675E+11,Pole Mounted,15,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9SH,Redacted,Not Applicable,405861,512906,4.376692772,0.076536623,7.511628628,10.71512699,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,5,1,0.875,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,BRIGNALL LANES,North East,3.27504E+11,Pole Mounted,50,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9RT,Redacted,Not Applicable,404968,513922,2.525928974,0.044114361,7.215314388,2.646861792,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,3,0.5,0.625,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,BRIGNALL MOOR HOUSE,North East,9.65828E+11,Pole Mounted,7.5,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9SQ,Redacted,Not Applicable,405113,511303,3.208589554,0.056059066,5.183934689,0.560590684,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0.25,0.125,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,BRIGNALL TIMPTON,North East,7.38101E+11,Pole Mounted,100,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9ST,Redacted,Not Applicable,404059,512943,3.544881105,0.061948911,7.648979664,8.053358078,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,4,0.75,0.75,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,BROOMIELAW,North East,2.0591E+11,Pole Mounted,15,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 8TT,Redacted,Not Applicable,408170,517898,1.394714713,0.024347173,7.116537094,0.730415165,Arable and horticulture,0.03,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,2,0.25,0.5,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,BRUSSLETON COTTAGES,North East,7.83285E+11,Pole Mounted,25,Not Applicable,7,7,Distribution,No,11,0.4,11.9,FYLANDS BRIDGE,DL4 1PZ,"DL4 1QA, DL4 1PZ",Not Applicable,421444,525478,3.38226676,0.059100357,6.740541458,2.955017805,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,4,0.75,0.625,,,,,,,2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,BUTTERKNOWLE BLUE,North East,86855791470,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,TORONTO 66/20KV,DL13 5BA,Redacted,Not Applicable,412626,526386,3.663802147,0.064032711,6.437240601,2.561308384,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,3,0.5,0.5,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,BUTTERKNOWLE CABIN,North East,67155122280,Pole Mounted,100,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,TORONTO 66/20KV,DL13 5JF,Redacted,Not Applicable,411806,526097,3.113467455,0.054393808,8.209822655,10.87876225,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,BUTTERKNOWLE CLOSE,North East,1.63204E+11,Pole Mounted,100,Not Applicable,8,8,Distribution,Unknown,20,0.4,11.3,TORONTO 66/20KV,DL13 5JE,"DL13 5HY, DL13 5HZ, DL13 5JE",Not Applicable,411323,525761,4.643137932,0.081215909,7.585817814,12.99454498,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,5,1,0.875,,,,,,,2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,BUTTERKNOWLE HAWTHORNE,North East,4.45665E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,TORONTO 66/20KV,DL13 5JL,Redacted,Not Applicable,411277,527600,3.68824482,0.064461077,5.737425804,1.289221644,Calcareous grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,3,0.5,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
